分类,名称,字段,数值,类型
天赋卡,def_dodge1,displayName,灵活身法,string
天赋卡,def_dodge1,description,攻击速度+15%，防御力+10%,string
天赋卡,def_dodge1,cardType,Defense,TalentCardType
天赋卡,def_dodge1,rarity,Common,TalentCardRarity
天赋卡,def_dodge1,slotDiscount,0.00,float
天赋卡,def_dodge1,effectType,AttackSpeedPercent,TalentEffectType
天赋卡,def_dodge1,effectValue,15,int
天赋卡,def_dodge1,effectValue2,0,int
天赋卡,def_dodge1,secondaryEffectType,DefensePercent,TalentEffectType
天赋卡,def_dodge1,secondaryEffectValue,10,int
天赋卡,def_dodge1,secondaryEffectValue2,0,int
天赋卡,def_dodge1,effectTarget,Global,CardEffectTarget
天赋卡,def_dodge1,targetOperatorType,Vanguard,OperatorType
天赋卡,def_dodge1,targetOperatorDataId,-1,int
天赋卡,def_dodge1,purchaseCooldownPenalty,0,int
天赋卡,def_dodge1,cardScope,PerRun,CardScope
天赋卡,def_dodge1,isGuardianRewindCard,false,bool
天赋卡,def_dodge1,triggerType,None,GuardianRewindTriggerType
天赋卡,def_dodge1,triggerValue,0,int
天赋卡,def_dodge1,isCurse,false,bool
天赋卡,def_dodge1,curseEffectType,None,TalentEffectType
天赋卡,def_dodge1,curseEffectValue,0,int
天赋卡,def_dodge1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_dodge1,curseSecondaryEffectValue,0,int
天赋卡,def_dodge1,curseRemovable,true,bool
天赋卡,def_dodge2,cardId,def_dodge2,string
天赋卡,def_dodge2,displayName,疾风步,string
天赋卡,def_dodge2,description,攻击速度+25%，攻击范围+1,string
天赋卡,def_dodge2,cardType,Defense,TalentCardType
天赋卡,def_dodge2,rarity,Common,TalentCardRarity
天赋卡,def_dodge2,slotDiscount,0.00,float
天赋卡,def_dodge2,effectType,AttackSpeedPercent,TalentEffectType
天赋卡,def_dodge2,effectValue,25,int
天赋卡,def_dodge2,effectValue2,0,int
天赋卡,def_dodge2,secondaryEffectType,AttackRangeBonus,TalentEffectType
天赋卡,def_dodge2,secondaryEffectValue,1,int
天赋卡,def_dodge2,secondaryEffectValue2,0,int
天赋卡,def_dodge2,effectTarget,Global,CardEffectTarget
天赋卡,def_dodge2,targetOperatorType,Vanguard,OperatorType
天赋卡,def_dodge2,targetOperatorDataId,-1,int
天赋卡,def_dodge2,purchaseCooldownPenalty,0,int
天赋卡,def_dodge2,cardScope,PerRun,CardScope
天赋卡,def_dodge2,isGuardianRewindCard,false,bool
天赋卡,def_dodge2,triggerType,None,GuardianRewindTriggerType
天赋卡,def_dodge2,triggerValue,0,int
天赋卡,def_dodge2,isCurse,false,bool
天赋卡,def_dodge2,curseEffectType,None,TalentEffectType
天赋卡,def_dodge2,curseEffectValue,0,int
天赋卡,def_dodge2,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_dodge2,curseSecondaryEffectValue,0,int
天赋卡,def_dodge2,curseRemovable,true,bool
天赋卡,def_fortify,cardId,def_fortify,string
天赋卡,def_fortify,displayName,坚守阵地,string
天赋卡,def_fortify,description,防御力+30%，受精英怪伤害-15%,string
天赋卡,def_fortify,cardType,Defense,TalentCardType
天赋卡,def_fortify,rarity,Common,TalentCardRarity
天赋卡,def_fortify,slotDiscount,0.00,float
天赋卡,def_fortify,effectType,DefensePercent,TalentEffectType
天赋卡,def_fortify,effectValue,30,int
天赋卡,def_fortify,effectValue2,0,int
天赋卡,def_fortify,secondaryEffectType,EliteDamageBonus,TalentEffectType
天赋卡,def_fortify,secondaryEffectValue,-15,int
天赋卡,def_fortify,secondaryEffectValue2,0,int
天赋卡,def_fortify,effectTarget,Global,CardEffectTarget
天赋卡,def_fortify,targetOperatorType,Vanguard,OperatorType
天赋卡,def_fortify,targetOperatorDataId,-1,int
天赋卡,def_fortify,purchaseCooldownPenalty,0,int
天赋卡,def_fortify,cardScope,PerRun,CardScope
天赋卡,def_fortify,isGuardianRewindCard,false,bool
天赋卡,def_fortify,triggerType,None,GuardianRewindTriggerType
天赋卡,def_fortify,triggerValue,0,int
天赋卡,def_fortify,isCurse,false,bool
天赋卡,def_fortify,curseEffectType,None,TalentEffectType
天赋卡,def_fortify,curseEffectValue,0,int
天赋卡,def_fortify,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_fortify,curseSecondaryEffectValue,0,int
天赋卡,def_fortify,curseRemovable,true,bool
天赋卡,def_hp1,cardId,def_hp1,string
天赋卡,def_hp1,displayName,生命强化1,string
天赋卡,def_hp1,description,最大生命+15%,string
天赋卡,def_hp1,cardType,Defense,TalentCardType
天赋卡,def_hp1,rarity,Common,TalentCardRarity
天赋卡,def_hp1,slotDiscount,0.00,float
天赋卡,def_hp1,effectType,MaxHpPercent,TalentEffectType
天赋卡,def_hp1,effectValue,15,int
天赋卡,def_hp1,effectValue2,0,int
天赋卡,def_hp1,secondaryEffectType,None,TalentEffectType
天赋卡,def_hp1,secondaryEffectValue,0,int
天赋卡,def_hp1,secondaryEffectValue2,0,int
天赋卡,def_hp1,effectTarget,Global,CardEffectTarget
天赋卡,def_hp1,targetOperatorType,Vanguard,OperatorType
天赋卡,def_hp1,targetOperatorDataId,-1,int
天赋卡,def_hp1,purchaseCooldownPenalty,0,int
天赋卡,def_hp1,cardScope,PerRun,CardScope
天赋卡,def_hp1,isGuardianRewindCard,false,bool
天赋卡,def_hp1,triggerType,None,GuardianRewindTriggerType
天赋卡,def_hp1,triggerValue,0,int
天赋卡,def_hp1,isCurse,false,bool
天赋卡,def_hp1,curseEffectType,None,TalentEffectType
天赋卡,def_hp1,curseEffectValue,0,int
天赋卡,def_hp1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_hp1,curseSecondaryEffectValue,0,int
天赋卡,def_hp1,curseRemovable,true,bool
天赋卡,def_hp2,cardId,def_hp2,string
天赋卡,def_hp2,displayName,生命强化2,string
天赋卡,def_hp2,description,最大生命+30%,string
天赋卡,def_hp2,cardType,Defense,TalentCardType
天赋卡,def_hp2,rarity,Common,TalentCardRarity
天赋卡,def_hp2,slotDiscount,0.00,float
天赋卡,def_hp2,effectType,MaxHpPercent,TalentEffectType
天赋卡,def_hp2,effectValue,30,int
天赋卡,def_hp2,effectValue2,0,int
天赋卡,def_hp2,secondaryEffectType,None,TalentEffectType
天赋卡,def_hp2,secondaryEffectValue,0,int
天赋卡,def_hp2,secondaryEffectValue2,0,int
天赋卡,def_hp2,effectTarget,Global,CardEffectTarget
天赋卡,def_hp2,targetOperatorType,Vanguard,OperatorType
天赋卡,def_hp2,targetOperatorDataId,-1,int
天赋卡,def_hp2,purchaseCooldownPenalty,0,int
天赋卡,def_hp2,cardScope,PerRun,CardScope
天赋卡,def_hp2,isGuardianRewindCard,false,bool
天赋卡,def_hp2,triggerType,None,GuardianRewindTriggerType
天赋卡,def_hp2,triggerValue,0,int
天赋卡,def_hp2,isCurse,false,bool
天赋卡,def_hp2,curseEffectType,None,TalentEffectType
天赋卡,def_hp2,curseEffectValue,0,int
天赋卡,def_hp2,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_hp2,curseSecondaryEffectValue,0,int
天赋卡,def_hp2,curseRemovable,true,bool
天赋卡,def_hp3,cardId,def_hp3,string
天赋卡,def_hp3,displayName,生命强化3,string
天赋卡,def_hp3,description,最大生命+50%，防御力+15%,string
天赋卡,def_hp3,cardType,Defense,TalentCardType
天赋卡,def_hp3,rarity,Common,TalentCardRarity
天赋卡,def_hp3,slotDiscount,0.00,float
天赋卡,def_hp3,effectType,MaxHpPercent,TalentEffectType
天赋卡,def_hp3,effectValue,50,int
天赋卡,def_hp3,effectValue2,0,int
天赋卡,def_hp3,secondaryEffectType,DefensePercent,TalentEffectType
天赋卡,def_hp3,secondaryEffectValue,15,int
天赋卡,def_hp3,secondaryEffectValue2,0,int
天赋卡,def_hp3,effectTarget,Global,CardEffectTarget
天赋卡,def_hp3,targetOperatorType,Vanguard,OperatorType
天赋卡,def_hp3,targetOperatorDataId,-1,int
天赋卡,def_hp3,purchaseCooldownPenalty,0,int
天赋卡,def_hp3,cardScope,PerRun,CardScope
天赋卡,def_hp3,isGuardianRewindCard,false,bool
天赋卡,def_hp3,triggerType,None,GuardianRewindTriggerType
天赋卡,def_hp3,triggerValue,0,int
天赋卡,def_hp3,isCurse,false,bool
天赋卡,def_hp3,curseEffectType,None,TalentEffectType
天赋卡,def_hp3,curseEffectValue,0,int
天赋卡,def_hp3,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_hp3,curseSecondaryEffectValue,0,int
天赋卡,def_hp3,curseRemovable,true,bool
天赋卡,def_regen1,cardId,def_regen1,string
天赋卡,def_regen1,displayName,快速恢复,string
天赋卡,def_regen1,description,最大生命+15%，吸血5%,string
天赋卡,def_regen1,cardType,Defense,TalentCardType
天赋卡,def_regen1,rarity,Common,TalentCardRarity
天赋卡,def_regen1,slotDiscount,0.00,float
天赋卡,def_regen1,effectType,MaxHpPercent,TalentEffectType
天赋卡,def_regen1,effectValue,15,int
天赋卡,def_regen1,effectValue2,0,int
天赋卡,def_regen1,secondaryEffectType,LifeStealPercent,TalentEffectType
天赋卡,def_regen1,secondaryEffectValue,5,int
天赋卡,def_regen1,secondaryEffectValue2,0,int
天赋卡,def_regen1,effectTarget,Global,CardEffectTarget
天赋卡,def_regen1,targetOperatorType,Vanguard,OperatorType
天赋卡,def_regen1,targetOperatorDataId,-1,int
天赋卡,def_regen1,purchaseCooldownPenalty,0,int
天赋卡,def_regen1,cardScope,PerRun,CardScope
天赋卡,def_regen1,isGuardianRewindCard,false,bool
天赋卡,def_regen1,triggerType,None,GuardianRewindTriggerType
天赋卡,def_regen1,triggerValue,0,int
天赋卡,def_regen1,isCurse,false,bool
天赋卡,def_regen1,curseEffectType,None,TalentEffectType
天赋卡,def_regen1,curseEffectValue,0,int
天赋卡,def_regen1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_regen1,curseSecondaryEffectValue,0,int
天赋卡,def_regen1,curseRemovable,true,bool
天赋卡,def_regen2,cardId,def_regen2,string
天赋卡,def_regen2,displayName,不灭再生,string
天赋卡,def_regen2,description,最大生命+25%，吸血12%,string
天赋卡,def_regen2,cardType,Defense,TalentCardType
天赋卡,def_regen2,rarity,Common,TalentCardRarity
天赋卡,def_regen2,slotDiscount,0.00,float
天赋卡,def_regen2,effectType,MaxHpPercent,TalentEffectType
天赋卡,def_regen2,effectValue,25,int
天赋卡,def_regen2,effectValue2,0,int
天赋卡,def_regen2,secondaryEffectType,LifeStealPercent,TalentEffectType
天赋卡,def_regen2,secondaryEffectValue,12,int
天赋卡,def_regen2,secondaryEffectValue2,0,int
天赋卡,def_regen2,effectTarget,Global,CardEffectTarget
天赋卡,def_regen2,targetOperatorType,Vanguard,OperatorType
天赋卡,def_regen2,targetOperatorDataId,-1,int
天赋卡,def_regen2,purchaseCooldownPenalty,0,int
天赋卡,def_regen2,cardScope,PerRun,CardScope
天赋卡,def_regen2,isGuardianRewindCard,false,bool
天赋卡,def_regen2,triggerType,None,GuardianRewindTriggerType
天赋卡,def_regen2,triggerValue,0,int
天赋卡,def_regen2,isCurse,false,bool
天赋卡,def_regen2,curseEffectType,None,TalentEffectType
天赋卡,def_regen2,curseEffectValue,0,int
天赋卡,def_regen2,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_regen2,curseSecondaryEffectValue,0,int
天赋卡,def_regen2,curseRemovable,true,bool
天赋卡,def_thorns1,cardId,def_thorns1,string
天赋卡,def_thorns1,displayName,荆棘护甲,string
天赋卡,def_thorns1,description,防御力+25%，攻击力+8%,string
天赋卡,def_thorns1,cardType,Defense,TalentCardType
天赋卡,def_thorns1,rarity,Common,TalentCardRarity
天赋卡,def_thorns1,slotDiscount,0.00,float
天赋卡,def_thorns1,effectType,DefensePercent,TalentEffectType
天赋卡,def_thorns1,effectValue,25,int
天赋卡,def_thorns1,effectValue2,0,int
天赋卡,def_thorns1,secondaryEffectType,AttackPercent,TalentEffectType
天赋卡,def_thorns1,secondaryEffectValue,8,int
天赋卡,def_thorns1,secondaryEffectValue2,0,int
天赋卡,def_thorns1,effectTarget,Global,CardEffectTarget
天赋卡,def_thorns1,targetOperatorType,Vanguard,OperatorType
天赋卡,def_thorns1,targetOperatorDataId,-1,int
天赋卡,def_thorns1,purchaseCooldownPenalty,0,int
天赋卡,def_thorns1,cardScope,PerRun,CardScope
天赋卡,def_thorns1,isGuardianRewindCard,false,bool
天赋卡,def_thorns1,triggerType,None,GuardianRewindTriggerType
天赋卡,def_thorns1,triggerValue,0,int
天赋卡,def_thorns1,isCurse,false,bool
天赋卡,def_thorns1,curseEffectType,None,TalentEffectType
天赋卡,def_thorns1,curseEffectValue,0,int
天赋卡,def_thorns1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_thorns1,curseSecondaryEffectValue,0,int
天赋卡,def_thorns1,curseRemovable,true,bool
天赋卡,def_thorns2,cardId,def_thorns2,string
天赋卡,def_thorns2,displayName,复仇反甲,string
天赋卡,def_thorns2,description,防御力+35%，吸血8%,string
天赋卡,def_thorns2,cardType,Defense,TalentCardType
天赋卡,def_thorns2,rarity,Common,TalentCardRarity
天赋卡,def_thorns2,slotDiscount,0.00,float
天赋卡,def_thorns2,effectType,DefensePercent,TalentEffectType
天赋卡,def_thorns2,effectValue,35,int
天赋卡,def_thorns2,effectValue2,0,int
天赋卡,def_thorns2,secondaryEffectType,LifeStealPercent,TalentEffectType
天赋卡,def_thorns2,secondaryEffectValue,8,int
天赋卡,def_thorns2,secondaryEffectValue2,0,int
天赋卡,def_thorns2,effectTarget,Global,CardEffectTarget
天赋卡,def_thorns2,targetOperatorType,Vanguard,OperatorType
天赋卡,def_thorns2,targetOperatorDataId,-1,int
天赋卡,def_thorns2,purchaseCooldownPenalty,0,int
天赋卡,def_thorns2,cardScope,PerRun,CardScope
天赋卡,def_thorns2,isGuardianRewindCard,false,bool
天赋卡,def_thorns2,triggerType,None,GuardianRewindTriggerType
天赋卡,def_thorns2,triggerValue,0,int
天赋卡,def_thorns2,isCurse,false,bool
天赋卡,def_thorns2,curseEffectType,None,TalentEffectType
天赋卡,def_thorns2,curseEffectValue,0,int
天赋卡,def_thorns2,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_thorns2,curseSecondaryEffectValue,0,int
天赋卡,def_thorns2,curseRemovable,true,bool
天赋卡,def_undying,cardId,def_undying,string
天赋卡,def_undying,displayName,不屈意志,string
天赋卡,def_undying,description,最大生命+25%，防御力+20%,string
天赋卡,def_undying,cardType,Defense,TalentCardType
天赋卡,def_undying,rarity,Common,TalentCardRarity
天赋卡,def_undying,slotDiscount,0.00,float
天赋卡,def_undying,effectType,MaxHpPercent,TalentEffectType
天赋卡,def_undying,effectValue,25,int
天赋卡,def_undying,effectValue2,0,int
天赋卡,def_undying,secondaryEffectType,DefensePercent,TalentEffectType
天赋卡,def_undying,secondaryEffectValue,20,int
天赋卡,def_undying,secondaryEffectValue2,0,int
天赋卡,def_undying,effectTarget,Global,CardEffectTarget
天赋卡,def_undying,targetOperatorType,Vanguard,OperatorType
天赋卡,def_undying,targetOperatorDataId,-1,int
天赋卡,def_undying,purchaseCooldownPenalty,0,int
天赋卡,def_undying,cardScope,PerRun,CardScope
天赋卡,def_undying,isGuardianRewindCard,false,bool
天赋卡,def_undying,triggerType,None,GuardianRewindTriggerType
天赋卡,def_undying,triggerValue,0,int
天赋卡,def_undying,isCurse,false,bool
天赋卡,def_undying,curseEffectType,None,TalentEffectType
天赋卡,def_undying,curseEffectValue,0,int
天赋卡,def_undying,curseSecondaryEffectType,None,TalentEffectType
天赋卡,def_undying,curseSecondaryEffectValue,0,int
天赋卡,def_undying,curseRemovable,true,bool
天赋卡,grd_avatar1,cardId,grd_avatar1,string
天赋卡,grd_avatar1,displayName,守护神降临,string
天赋卡,grd_avatar1,description,守护点伤害+1000，射程+3,string
天赋卡,grd_avatar1,cardType,Guardian,TalentCardType
天赋卡,grd_avatar1,rarity,Common,TalentCardRarity
天赋卡,grd_avatar1,slotDiscount,0.00,float
天赋卡,grd_avatar1,effectType,GuardianDamageBonus,TalentEffectType
天赋卡,grd_avatar1,effectValue,1000,int
天赋卡,grd_avatar1,effectValue2,0,int
天赋卡,grd_avatar1,secondaryEffectType,GuardianRangeBonus,TalentEffectType
天赋卡,grd_avatar1,secondaryEffectValue,3,int
天赋卡,grd_avatar1,secondaryEffectValue2,0,int
天赋卡,grd_avatar1,effectTarget,Global,CardEffectTarget
天赋卡,grd_avatar1,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_avatar1,targetOperatorDataId,-1,int
天赋卡,grd_avatar1,purchaseCooldownPenalty,0,int
天赋卡,grd_avatar1,cardScope,PerRun,CardScope
天赋卡,grd_avatar1,isGuardianRewindCard,false,bool
天赋卡,grd_avatar1,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_avatar1,triggerValue,0,int
天赋卡,grd_avatar1,isCurse,false,bool
天赋卡,grd_avatar1,curseEffectType,None,TalentEffectType
天赋卡,grd_avatar1,curseEffectValue,0,int
天赋卡,grd_avatar1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_avatar1,curseSecondaryEffectValue,0,int
天赋卡,grd_avatar1,curseRemovable,true,bool
天赋卡,grd_dmg1,cardId,grd_dmg1,string
天赋卡,grd_dmg1,displayName,锐利防御,string
天赋卡,grd_dmg1,description,守护点伤害+100,string
天赋卡,grd_dmg1,cardType,Guardian,TalentCardType
天赋卡,grd_dmg1,rarity,Common,TalentCardRarity
天赋卡,grd_dmg1,slotDiscount,0.00,float
天赋卡,grd_dmg1,effectType,GuardianDamageBonus,TalentEffectType
天赋卡,grd_dmg1,effectValue,100,int
天赋卡,grd_dmg1,effectValue2,0,int
天赋卡,grd_dmg1,secondaryEffectType,None,TalentEffectType
天赋卡,grd_dmg1,secondaryEffectValue,0,int
天赋卡,grd_dmg1,secondaryEffectValue2,0,int
天赋卡,grd_dmg1,effectTarget,Global,CardEffectTarget
天赋卡,grd_dmg1,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_dmg1,targetOperatorDataId,-1,int
天赋卡,grd_dmg1,purchaseCooldownPenalty,0,int
天赋卡,grd_dmg1,cardScope,PerRun,CardScope
天赋卡,grd_dmg1,isGuardianRewindCard,false,bool
天赋卡,grd_dmg1,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_dmg1,triggerValue,0,int
天赋卡,grd_dmg1,isCurse,false,bool
天赋卡,grd_dmg1,curseEffectType,None,TalentEffectType
天赋卡,grd_dmg1,curseEffectValue,0,int
天赋卡,grd_dmg1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_dmg1,curseSecondaryEffectValue,0,int
天赋卡,grd_dmg1,curseRemovable,true,bool
天赋卡,grd_dmg2,cardId,grd_dmg2,string
天赋卡,grd_dmg2,displayName,守护增幅,string
天赋卡,grd_dmg2,description,守护点伤害+200，射程+1,string
天赋卡,grd_dmg2,cardType,Guardian,TalentCardType
天赋卡,grd_dmg2,rarity,Common,TalentCardRarity
天赋卡,grd_dmg2,slotDiscount,0.00,float
天赋卡,grd_dmg2,effectType,GuardianDamageBonus,TalentEffectType
天赋卡,grd_dmg2,effectValue,200,int
天赋卡,grd_dmg2,effectValue2,0,int
天赋卡,grd_dmg2,secondaryEffectType,GuardianRangeBonus,TalentEffectType
天赋卡,grd_dmg2,secondaryEffectValue,1,int
天赋卡,grd_dmg2,secondaryEffectValue2,0,int
天赋卡,grd_dmg2,effectTarget,Global,CardEffectTarget
天赋卡,grd_dmg2,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_dmg2,targetOperatorDataId,-1,int
天赋卡,grd_dmg2,purchaseCooldownPenalty,0,int
天赋卡,grd_dmg2,cardScope,PerRun,CardScope
天赋卡,grd_dmg2,isGuardianRewindCard,false,bool
天赋卡,grd_dmg2,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_dmg2,triggerValue,0,int
天赋卡,grd_dmg2,isCurse,false,bool
天赋卡,grd_dmg2,curseEffectType,None,TalentEffectType
天赋卡,grd_dmg2,curseEffectValue,0,int
天赋卡,grd_dmg2,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_dmg2,curseSecondaryEffectValue,0,int
天赋卡,grd_dmg2,curseRemovable,true,bool
天赋卡,grd_eternal1,cardId,grd_eternal1,string
天赋卡,grd_eternal1,displayName,永恒守护,string
天赋卡,grd_eternal1,description,守护点生命+5，战斗结束回满HP,string
天赋卡,grd_eternal1,cardType,Guardian,TalentCardType
天赋卡,grd_eternal1,rarity,Common,TalentCardRarity
天赋卡,grd_eternal1,slotDiscount,0.00,float
天赋卡,grd_eternal1,effectType,GuardianHpBonus,TalentEffectType
天赋卡,grd_eternal1,effectValue,5,int
天赋卡,grd_eternal1,effectValue2,0,int
天赋卡,grd_eternal1,secondaryEffectType,GuardianBattleEndHeal,TalentEffectType
天赋卡,grd_eternal1,secondaryEffectValue,1,int
天赋卡,grd_eternal1,secondaryEffectValue2,0,int
天赋卡,grd_eternal1,effectTarget,Global,CardEffectTarget
天赋卡,grd_eternal1,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_eternal1,targetOperatorDataId,-1,int
天赋卡,grd_eternal1,purchaseCooldownPenalty,0,int
天赋卡,grd_eternal1,cardScope,PerRun,CardScope
天赋卡,grd_eternal1,isGuardianRewindCard,false,bool
天赋卡,grd_eternal1,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_eternal1,triggerValue,0,int
天赋卡,grd_eternal1,isCurse,false,bool
天赋卡,grd_eternal1,curseEffectType,None,TalentEffectType
天赋卡,grd_eternal1,curseEffectValue,0,int
天赋卡,grd_eternal1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_eternal1,curseSecondaryEffectValue,0,int
天赋卡,grd_eternal1,curseRemovable,true,bool
天赋卡,grd_fortress1,cardId,grd_fortress1,string
天赋卡,grd_fortress1,displayName,不灭要塞,string
天赋卡,grd_fortress1,description,守护点生命+8，单次受伤上限1,string
天赋卡,grd_fortress1,cardType,Guardian,TalentCardType
天赋卡,grd_fortress1,rarity,Common,TalentCardRarity
天赋卡,grd_fortress1,slotDiscount,0.00,float
天赋卡,grd_fortress1,effectType,GuardianHpBonus,TalentEffectType
天赋卡,grd_fortress1,effectValue,8,int
天赋卡,grd_fortress1,effectValue2,0,int
天赋卡,grd_fortress1,secondaryEffectType,GuardianDamageReductionMax,TalentEffectType
天赋卡,grd_fortress1,secondaryEffectValue,1,int
天赋卡,grd_fortress1,secondaryEffectValue2,0,int
天赋卡,grd_fortress1,effectTarget,Global,CardEffectTarget
天赋卡,grd_fortress1,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_fortress1,targetOperatorDataId,-1,int
天赋卡,grd_fortress1,purchaseCooldownPenalty,0,int
天赋卡,grd_fortress1,cardScope,PerRun,CardScope
天赋卡,grd_fortress1,isGuardianRewindCard,false,bool
天赋卡,grd_fortress1,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_fortress1,triggerValue,0,int
天赋卡,grd_fortress1,isCurse,false,bool
天赋卡,grd_fortress1,curseEffectType,None,TalentEffectType
天赋卡,grd_fortress1,curseEffectValue,0,int
天赋卡,grd_fortress1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_fortress1,curseSecondaryEffectValue,0,int
天赋卡,grd_fortress1,curseRemovable,true,bool
天赋卡,grd_hp1,cardId,grd_hp1,string
天赋卡,grd_hp1,displayName,守护之心,string
天赋卡,grd_hp1,description,守护点生命+3,string
天赋卡,grd_hp1,cardType,Guardian,TalentCardType
天赋卡,grd_hp1,rarity,Common,TalentCardRarity
天赋卡,grd_hp1,slotDiscount,0.00,float
天赋卡,grd_hp1,effectType,GuardianHpBonus,TalentEffectType
天赋卡,grd_hp1,effectValue,3,int
天赋卡,grd_hp1,effectValue2,0,int
天赋卡,grd_hp1,secondaryEffectType,None,TalentEffectType
天赋卡,grd_hp1,secondaryEffectValue,0,int
天赋卡,grd_hp1,secondaryEffectValue2,0,int
天赋卡,grd_hp1,effectTarget,Global,CardEffectTarget
天赋卡,grd_hp1,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_hp1,targetOperatorDataId,-1,int
天赋卡,grd_hp1,purchaseCooldownPenalty,0,int
天赋卡,grd_hp1,cardScope,PerRun,CardScope
天赋卡,grd_hp1,isGuardianRewindCard,false,bool
天赋卡,grd_hp1,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_hp1,triggerValue,0,int
天赋卡,grd_hp1,isCurse,false,bool
天赋卡,grd_hp1,curseEffectType,None,TalentEffectType
天赋卡,grd_hp1,curseEffectValue,0,int
天赋卡,grd_hp1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_hp1,curseSecondaryEffectValue,0,int
天赋卡,grd_hp1,curseRemovable,true,bool
天赋卡,grd_hp2,cardId,grd_hp2,string
天赋卡,grd_hp2,displayName,加固壁垒,string
天赋卡,grd_hp2,description,守护点生命+5，单次受伤上限2,string
天赋卡,grd_hp2,cardType,Guardian,TalentCardType
天赋卡,grd_hp2,rarity,Common,TalentCardRarity
天赋卡,grd_hp2,slotDiscount,0.00,float
天赋卡,grd_hp2,effectType,GuardianHpBonus,TalentEffectType
天赋卡,grd_hp2,effectValue,5,int
天赋卡,grd_hp2,effectValue2,0,int
天赋卡,grd_hp2,secondaryEffectType,GuardianDamageReductionMax,TalentEffectType
天赋卡,grd_hp2,secondaryEffectValue,2,int
天赋卡,grd_hp2,secondaryEffectValue2,0,int
天赋卡,grd_hp2,effectTarget,Global,CardEffectTarget
天赋卡,grd_hp2,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_hp2,targetOperatorDataId,-1,int
天赋卡,grd_hp2,purchaseCooldownPenalty,0,int
天赋卡,grd_hp2,cardScope,PerRun,CardScope
天赋卡,grd_hp2,isGuardianRewindCard,false,bool
天赋卡,grd_hp2,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_hp2,triggerValue,0,int
天赋卡,grd_hp2,isCurse,false,bool
天赋卡,grd_hp2,curseEffectType,None,TalentEffectType
天赋卡,grd_hp2,curseEffectValue,0,int
天赋卡,grd_hp2,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_hp2,curseSecondaryEffectValue,0,int
天赋卡,grd_hp2,curseRemovable,true,bool
天赋卡,grd_multi1,cardId,grd_multi1,string
天赋卡,grd_multi1,displayName,守护风暴,string
天赋卡,grd_multi1,description,守护点多目标+2，伤害+50,string
天赋卡,grd_multi1,cardType,Guardian,TalentCardType
天赋卡,grd_multi1,rarity,Common,TalentCardRarity
天赋卡,grd_multi1,slotDiscount,0.00,float
天赋卡,grd_multi1,effectType,GuardianMultiTarget,TalentEffectType
天赋卡,grd_multi1,effectValue,2,int
天赋卡,grd_multi1,effectValue2,0,int
天赋卡,grd_multi1,secondaryEffectType,GuardianDamageBonus,TalentEffectType
天赋卡,grd_multi1,secondaryEffectValue,50,int
天赋卡,grd_multi1,secondaryEffectValue2,0,int
天赋卡,grd_multi1,effectTarget,Global,CardEffectTarget
天赋卡,grd_multi1,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_multi1,targetOperatorDataId,-1,int
天赋卡,grd_multi1,purchaseCooldownPenalty,0,int
天赋卡,grd_multi1,cardScope,PerRun,CardScope
天赋卡,grd_multi1,isGuardianRewindCard,false,bool
天赋卡,grd_multi1,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_multi1,triggerValue,0,int
天赋卡,grd_multi1,isCurse,false,bool
天赋卡,grd_multi1,curseEffectType,None,TalentEffectType
天赋卡,grd_multi1,curseEffectValue,0,int
天赋卡,grd_multi1,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_multi1,curseSecondaryEffectValue,0,int
天赋卡,grd_multi1,curseRemovable,true,bool
