分类,名称,字段,数值,类型
天赋卡,grd_shield,description,守护点获得2层护盾,string
天赋卡,grd_shield,cardType,Guardian,TalentCardType
天赋卡,grd_shield,rarity,Advanced,TalentCardRarity
天赋卡,grd_shield,slotDiscount,0.00,float
天赋卡,grd_shield,effectType,GuardianShieldCount,TalentEffectType
天赋卡,grd_shield,effectValue,2,int
天赋卡,grd_shield,effectValue2,0,int
天赋卡,grd_shield,secondaryEffectType,None,TalentEffectType
天赋卡,grd_shield,secondaryEffectValue,0,int
天赋卡,grd_shield,secondaryEffectValue2,0,int
天赋卡,grd_shield,effectTarget,Global,CardEffectTarget
天赋卡,grd_shield,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_shield,targetOperatorDataId,-1,int
天赋卡,grd_shield,purchaseCooldownPenalty,0,int
天赋卡,grd_shield,cardScope,PerRun,CardScope
天赋卡,grd_shield,isGuardianRewindCard,false,bool
天赋卡,grd_shield,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_shield,triggerValue,0,int
天赋卡,grd_shield,cardTier,Star,CardTier
天赋卡,grd_shield,dreamCardOperatorKey,,string
天赋卡,grd_shield,isCurse,false,bool
天赋卡,grd_shield,curseEffectType,None,TalentEffectType
天赋卡,grd_shield,curseEffectValue,0,int
天赋卡,grd_shield,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_shield,curseSecondaryEffectValue,0,int
天赋卡,grd_shield,curseRemovable,true,bool
天赋卡,grd_speed,cardId,grd_speed,string
天赋卡,grd_speed,displayName,守护加速,string
天赋卡,grd_speed,description,守护点攻速+50%,string
天赋卡,grd_speed,cardType,Guardian,TalentCardType
天赋卡,grd_speed,rarity,Common,TalentCardRarity
天赋卡,grd_speed,slotDiscount,0.00,float
天赋卡,grd_speed,effectType,GuardianAttackSpeedPercent,TalentEffectType
天赋卡,grd_speed,effectValue,50,int
天赋卡,grd_speed,effectValue2,0,int
天赋卡,grd_speed,secondaryEffectType,None,TalentEffectType
天赋卡,grd_speed,secondaryEffectValue,0,int
天赋卡,grd_speed,secondaryEffectValue2,0,int
天赋卡,grd_speed,effectTarget,Global,CardEffectTarget
天赋卡,grd_speed,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_speed,targetOperatorDataId,-1,int
天赋卡,grd_speed,purchaseCooldownPenalty,0,int
天赋卡,grd_speed,cardScope,PerRun,CardScope
天赋卡,grd_speed,isGuardianRewindCard,false,bool
天赋卡,grd_speed,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_speed,triggerValue,0,int
天赋卡,grd_speed,cardTier,Star,CardTier
天赋卡,grd_speed,dreamCardOperatorKey,,string
天赋卡,grd_speed,isCurse,false,bool
天赋卡,grd_speed,curseEffectType,None,TalentEffectType
天赋卡,grd_speed,curseEffectValue,0,int
天赋卡,grd_speed,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_speed,curseSecondaryEffectValue,0,int
天赋卡,grd_speed,curseRemovable,true,bool
天赋卡,grd_teleport,cardId,grd_teleport,string
天赋卡,grd_teleport,displayName,瞬移精通,string
天赋卡,grd_teleport,description,R键传送冷却时间减少40%,string
天赋卡,grd_teleport,cardType,Guardian,TalentCardType
天赋卡,grd_teleport,rarity,Advanced,TalentCardRarity
天赋卡,grd_teleport,slotDiscount,0.00,float
天赋卡,grd_teleport,effectType,TeleportCooldownReduction,TalentEffectType
天赋卡,grd_teleport,effectValue,40,int
天赋卡,grd_teleport,effectValue2,0,int
天赋卡,grd_teleport,secondaryEffectType,None,TalentEffectType
天赋卡,grd_teleport,secondaryEffectValue,0,int
天赋卡,grd_teleport,secondaryEffectValue2,0,int
天赋卡,grd_teleport,effectTarget,Global,CardEffectTarget
天赋卡,grd_teleport,targetOperatorType,Vanguard,OperatorType
天赋卡,grd_teleport,targetOperatorDataId,-1,int
天赋卡,grd_teleport,purchaseCooldownPenalty,0,int
天赋卡,grd_teleport,cardScope,PerRun,CardScope
天赋卡,grd_teleport,isGuardianRewindCard,false,bool
天赋卡,grd_teleport,triggerType,None,GuardianRewindTriggerType
天赋卡,grd_teleport,triggerValue,0,int
天赋卡,grd_teleport,cardTier,Star,CardTier
天赋卡,grd_teleport,dreamCardOperatorKey,,string
天赋卡,grd_teleport,isCurse,false,bool
天赋卡,grd_teleport,curseEffectType,None,TalentEffectType
天赋卡,grd_teleport,curseEffectValue,0,int
天赋卡,grd_teleport,curseSecondaryEffectType,None,TalentEffectType
天赋卡,grd_teleport,curseSecondaryEffectValue,0,int
天赋卡,grd_teleport,curseRemovable,true,bool
天赋卡,rar_attack_all,cardId,rar_attack_all,string
天赋卡,rar_attack_all,displayName,全军突击,string
天赋卡,rar_attack_all,description,全体干员攻击力+15%，攻速+15%,string
天赋卡,rar_attack_all,cardType,Rare,TalentCardType
天赋卡,rar_attack_all,rarity,Rare,TalentCardRarity
天赋卡,rar_attack_all,slotDiscount,0.00,float
天赋卡,rar_attack_all,effectType,AttackPercent,TalentEffectType
天赋卡,rar_attack_all,effectValue,15,int
天赋卡,rar_attack_all,effectValue2,0,int
天赋卡,rar_attack_all,secondaryEffectType,AttackSpeedPercent,TalentEffectType
天赋卡,rar_attack_all,secondaryEffectValue,15,int
天赋卡,rar_attack_all,secondaryEffectValue2,0,int
天赋卡,rar_attack_all,effectTarget,Global,CardEffectTarget
天赋卡,rar_attack_all,targetOperatorType,Vanguard,OperatorType
天赋卡,rar_attack_all,targetOperatorDataId,-1,int
天赋卡,rar_attack_all,purchaseCooldownPenalty,0,int
天赋卡,rar_attack_all,cardScope,PerRun,CardScope
天赋卡,rar_attack_all,isGuardianRewindCard,false,bool
天赋卡,rar_attack_all,triggerType,None,GuardianRewindTriggerType
天赋卡,rar_attack_all,triggerValue,0,int
天赋卡,rar_attack_all,cardTier,Star,CardTier
天赋卡,rar_attack_all,dreamCardOperatorKey,,string
天赋卡,rar_attack_all,isCurse,false,bool
天赋卡,rar_attack_all,curseEffectType,None,TalentEffectType
天赋卡,rar_attack_all,curseEffectValue,0,int
天赋卡,rar_attack_all,curseSecondaryEffectType,None,TalentEffectType
天赋卡,rar_attack_all,curseSecondaryEffectValue,0,int
天赋卡,rar_attack_all,curseRemovable,true,bool
天赋卡,rar_boss_slayer,cardId,rar_boss_slayer,string
天赋卡,rar_boss_slayer,displayName,精英杀手,string
天赋卡,rar_boss_slayer,description,全体干员对精英和Boss伤害+40%,string
天赋卡,rar_boss_slayer,cardType,Rare,TalentCardType
天赋卡,rar_boss_slayer,rarity,Rare,TalentCardRarity
天赋卡,rar_boss_slayer,slotDiscount,0.00,float
天赋卡,rar_boss_slayer,effectType,EliteDamageBonus,TalentEffectType
天赋卡,rar_boss_slayer,effectValue,40,int
天赋卡,rar_boss_slayer,effectValue2,0,int
天赋卡,rar_boss_slayer,secondaryEffectType,None,TalentEffectType
天赋卡,rar_boss_slayer,secondaryEffectValue,0,int
天赋卡,rar_boss_slayer,secondaryEffectValue2,0,int
天赋卡,rar_boss_slayer,effectTarget,Global,CardEffectTarget
天赋卡,rar_boss_slayer,targetOperatorType,Vanguard,OperatorType
天赋卡,rar_boss_slayer,targetOperatorDataId,-1,int
天赋卡,rar_boss_slayer,purchaseCooldownPenalty,0,int
天赋卡,rar_boss_slayer,cardScope,PerRun,CardScope
天赋卡,rar_boss_slayer,isGuardianRewindCard,false,bool
天赋卡,rar_boss_slayer,triggerType,None,GuardianRewindTriggerType
天赋卡,rar_boss_slayer,triggerValue,0,int
天赋卡,rar_boss_slayer,cardTier,Star,CardTier
天赋卡,rar_boss_slayer,dreamCardOperatorKey,,string
天赋卡,rar_boss_slayer,isCurse,false,bool
天赋卡,rar_boss_slayer,curseEffectType,None,TalentEffectType
天赋卡,rar_boss_slayer,curseEffectValue,0,int
天赋卡,rar_boss_slayer,curseSecondaryEffectType,None,TalentEffectType
天赋卡,rar_boss_slayer,curseSecondaryEffectValue,0,int
天赋卡,rar_boss_slayer,curseRemovable,true,bool
天赋卡,rar_defense_all,cardId,rar_defense_all,string
天赋卡,rar_defense_all,displayName,全军防御,string
天赋卡,rar_defense_all,description,全体干员防御力+25%，生命值+15%,string
天赋卡,rar_defense_all,cardType,Rare,TalentCardType
天赋卡,rar_defense_all,rarity,Rare,TalentCardRarity
天赋卡,rar_defense_all,slotDiscount,0.00,float
天赋卡,rar_defense_all,effectType,DefensePercent,TalentEffectType
天赋卡,rar_defense_all,effectValue,25,int
天赋卡,rar_defense_all,effectValue2,0,int
天赋卡,rar_defense_all,secondaryEffectType,MaxHpPercent,TalentEffectType
天赋卡,rar_defense_all,secondaryEffectValue,15,int
天赋卡,rar_defense_all,secondaryEffectValue2,0,int
天赋卡,rar_defense_all,effectTarget,Global,CardEffectTarget
天赋卡,rar_defense_all,targetOperatorType,Vanguard,OperatorType
天赋卡,rar_defense_all,targetOperatorDataId,-1,int
天赋卡,rar_defense_all,purchaseCooldownPenalty,0,int
天赋卡,rar_defense_all,cardScope,PerRun,CardScope
天赋卡,rar_defense_all,isGuardianRewindCard,false,bool
天赋卡,rar_defense_all,triggerType,None,GuardianRewindTriggerType
天赋卡,rar_defense_all,triggerValue,0,int
天赋卡,rar_defense_all,cardTier,Star,CardTier
天赋卡,rar_defense_all,dreamCardOperatorKey,,string
天赋卡,rar_defense_all,isCurse,false,bool
天赋卡,rar_defense_all,curseEffectType,None,TalentEffectType
天赋卡,rar_defense_all,curseEffectValue,0,int
天赋卡,rar_defense_all,curseSecondaryEffectType,None,TalentEffectType
天赋卡,rar_defense_all,curseSecondaryEffectValue,0,int
天赋卡,rar_defense_all,curseRemovable,true,bool
天赋卡,rar_dp_burst,cardId,rar_dp_burst,string
天赋卡,rar_dp_burst,displayName,部署爆发,string
天赋卡,rar_dp_burst,description,干员部署后前3次攻击伤害翻倍,string
天赋卡,rar_dp_burst,cardType,Rare,TalentCardType
天赋卡,rar_dp_burst,rarity,Rare,TalentCardRarity
天赋卡,rar_dp_burst,slotDiscount,0.00,float
天赋卡,rar_dp_burst,effectType,None,TalentEffectType
天赋卡,rar_dp_burst,effectValue,3,int
天赋卡,rar_dp_burst,effectValue2,0,int
天赋卡,rar_dp_burst,secondaryEffectType,None,TalentEffectType
天赋卡,rar_dp_burst,secondaryEffectValue,0,int
天赋卡,rar_dp_burst,secondaryEffectValue2,0,int
天赋卡,rar_dp_burst,effectTarget,Global,CardEffectTarget
天赋卡,rar_dp_burst,targetOperatorType,Vanguard,OperatorType
天赋卡,rar_dp_burst,targetOperatorDataId,-1,int
天赋卡,rar_dp_burst,purchaseCooldownPenalty,0,int
天赋卡,rar_dp_burst,cardScope,PerRun,CardScope
天赋卡,rar_dp_burst,isGuardianRewindCard,false,bool
天赋卡,rar_dp_burst,triggerType,None,GuardianRewindTriggerType
天赋卡,rar_dp_burst,triggerValue,0,int
天赋卡,rar_dp_burst,cardTier,Star,CardTier
天赋卡,rar_dp_burst,dreamCardOperatorKey,,string
天赋卡,rar_dp_burst,isCurse,false,bool
天赋卡,rar_dp_burst,curseEffectType,None,TalentEffectType
天赋卡,rar_dp_burst,curseEffectValue,0,int
天赋卡,rar_dp_burst,curseSecondaryEffectType,None,TalentEffectType
天赋卡,rar_dp_burst,curseSecondaryEffectValue,0,int
天赋卡,rar_dp_burst,curseRemovable,true,bool
天赋卡,rar_dp_cap,cardId,rar_dp_cap,string
天赋卡,rar_dp_cap,displayName,调度大师,string
天赋卡,rar_dp_cap,description,部署点数上限+100,string
天赋卡,rar_dp_cap,cardType,Rare,TalentCardType
天赋卡,rar_dp_cap,rarity,Rare,TalentCardRarity
天赋卡,rar_dp_cap,slotDiscount,0.00,float
天赋卡,rar_dp_cap,effectType,None,TalentEffectType
天赋卡,rar_dp_cap,effectValue,100,int
天赋卡,rar_dp_cap,effectValue2,0,int
天赋卡,rar_dp_cap,secondaryEffectType,None,TalentEffectType
天赋卡,rar_dp_cap,secondaryEffectValue,0,int
天赋卡,rar_dp_cap,secondaryEffectValue2,0,int
天赋卡,rar_dp_cap,effectTarget,Global,CardEffectTarget
天赋卡,rar_dp_cap,targetOperatorType,Vanguard,OperatorType
天赋卡,rar_dp_cap,targetOperatorDataId,-1,int
天赋卡,rar_dp_cap,purchaseCooldownPenalty,0,int
天赋卡,rar_dp_cap,cardScope,PerRun,CardScope
天赋卡,rar_dp_cap,isGuardianRewindCard,false,bool
天赋卡,rar_dp_cap,triggerType,None,GuardianRewindTriggerType
天赋卡,rar_dp_cap,triggerValue,0,int
天赋卡,rar_dp_cap,cardTier,Star,CardTier
天赋卡,rar_dp_cap,dreamCardOperatorKey,,string
天赋卡,rar_dp_cap,isCurse,false,bool
天赋卡,rar_dp_cap,curseEffectType,None,TalentEffectType
天赋卡,rar_dp_cap,curseEffectValue,0,int
天赋卡,rar_dp_cap,curseSecondaryEffectType,None,TalentEffectType
天赋卡,rar_dp_cap,curseSecondaryEffectValue,0,int
天赋卡,rar_dp_cap,curseRemovable,true,bool
天赋卡,rar_first_strike,cardId,rar_first_strike,string
天赋卡,rar_first_strike,displayName,先发制人,string
天赋卡,rar_first_strike,description,战斗开始前5秒，全体干员攻击力+80%,string
天赋卡,rar_first_strike,cardType,Rare,TalentCardType
天赋卡,rar_first_strike,rarity,Legendary,TalentCardRarity
天赋卡,rar_first_strike,slotDiscount,0.00,float
天赋卡,rar_first_strike,effectType,None,TalentEffectType
天赋卡,rar_first_strike,effectValue,80,int
天赋卡,rar_first_strike,effectValue2,5,int
天赋卡,rar_first_strike,secondaryEffectType,None,TalentEffectType
天赋卡,rar_first_strike,secondaryEffectValue,0,int
天赋卡,rar_first_strike,secondaryEffectValue2,0,int
天赋卡,rar_first_strike,effectTarget,Global,CardEffectTarget
天赋卡,rar_first_strike,targetOperatorType,Vanguard,OperatorType
天赋卡,rar_first_strike,targetOperatorDataId,-1,int
天赋卡,rar_first_strike,purchaseCooldownPenalty,0,int
天赋卡,rar_first_strike,cardScope,PerRun,CardScope
天赋卡,rar_first_strike,isGuardianRewindCard,false,bool
天赋卡,rar_first_strike,triggerType,None,GuardianRewindTriggerType
天赋卡,rar_first_strike,triggerValue,0,int
天赋卡,rar_first_strike,cardTier,Star,CardTier
天赋卡,rar_first_strike,dreamCardOperatorKey,,string
天赋卡,rar_first_strike,isCurse,false,bool
天赋卡,rar_first_strike,curseEffectType,None,TalentEffectType
天赋卡,rar_first_strike,curseEffectValue,0,int
天赋卡,rar_first_strike,curseSecondaryEffectType,None,TalentEffectType
天赋卡,rar_first_strike,curseSecondaryEffectValue,0,int
天赋卡,rar_first_strike,curseRemovable,true,bool
天赋卡,rar_guard_passive,cardId,rar_guard_passive,string
天赋卡,rar_guard_passive,displayName,战阵联动,string
天赋卡,rar_guard_passive,description,近战干员被动不再受单个敌人限制，同时阻挡多个敌人也能触发,string
天赋卡,rar_guard_passive,cardType,Rare,TalentCardType
天赋卡,rar_guard_passive,rarity,Rare,TalentCardRarity
天赋卡,rar_guard_passive,slotDiscount,0.00,float
天赋卡,rar_guard_passive,effectType,None,TalentEffectType
天赋卡,rar_guard_passive,effectValue,1,int
天赋卡,rar_guard_passive,effectValue2,0,int
天赋卡,rar_guard_passive,secondaryEffectType,None,TalentEffectType
天赋卡,rar_guard_passive,secondaryEffectValue,0,int
天赋卡,rar_guard_passive,secondaryEffectValue2,0,int
天赋卡,rar_guard_passive,effectTarget,Global,CardEffectTarget
天赋卡,rar_guard_passive,targetOperatorType,Vanguard,OperatorType
天赋卡,rar_guard_passive,targetOperatorDataId,-1,int
天赋卡,rar_guard_passive,purchaseCooldownPenalty,0,int
天赋卡,rar_guard_passive,cardScope,PerRun,CardScope
天赋卡,rar_guard_passive,isGuardianRewindCard,false,bool
天赋卡,rar_guard_passive,triggerType,None,GuardianRewindTriggerType
天赋卡,rar_guard_passive,triggerValue,0,int
天赋卡,rar_guard_passive,cardTier,Star,CardTier
天赋卡,rar_guard_passive,dreamCardOperatorKey,,string
天赋卡,rar_guard_passive,isCurse,false,bool
天赋卡,rar_guard_passive,curseEffectType,None,TalentEffectType
天赋卡,rar_guard_passive,curseEffectValue,0,int
天赋卡,rar_guard_passive,curseSecondaryEffectType,None,TalentEffectType
天赋卡,rar_guard_passive,curseSecondaryEffectValue,0,int
天赋卡,rar_guard_passive,curseRemovable,true,bool
天赋卡,rar_kill_reinforce,cardId,rar_kill_reinforce,string
天赋卡,rar_kill_reinforce,displayName,击杀强化,string
天赋卡,rar_kill_reinforce,description,每击杀1个敌人，全体干员攻击力+1%(本场，上限30%),string
天赋卡,rar_kill_reinforce,cardType,Rare,TalentCardType
天赋卡,rar_kill_reinforce,rarity,Rare,TalentCardRarity
天赋卡,rar_kill_reinforce,slotDiscount,0.00,float
天赋卡,rar_kill_reinforce,effectType,None,TalentEffectType
天赋卡,rar_kill_reinforce,effectValue,1,int
天赋卡,rar_kill_reinforce,effectValue2,30,int
天赋卡,rar_kill_reinforce,secondaryEffectType,None,TalentEffectType
天赋卡,rar_kill_reinforce,secondaryEffectValue,0,int
天赋卡,rar_kill_reinforce,secondaryEffectValue2,0,int
天赋卡,rar_kill_reinforce,effectTarget,Global,CardEffectTarget
天赋卡,rar_kill_reinforce,targetOperatorType,Vanguard,OperatorType
天赋卡,rar_kill_reinforce,targetOperatorDataId,-1,int
天赋卡,rar_kill_reinforce,purchaseCooldownPenalty,0,int
天赋卡,rar_kill_reinforce,cardScope,PerRun,CardScope
天赋卡,rar_kill_reinforce,isGuardianRewindCard,false,bool
天赋卡,rar_kill_reinforce,triggerType,None,GuardianRewindTriggerType
天赋卡,rar_kill_reinforce,triggerValue,0,int
天赋卡,rar_kill_reinforce,cardTier,Star,CardTier
天赋卡,rar_kill_reinforce,dreamCardOperatorKey,,string
天赋卡,rar_kill_reinforce,isCurse,false,bool
天赋卡,rar_kill_reinforce,curseEffectType,None,TalentEffectType
天赋卡,rar_kill_reinforce,curseEffectValue,0,int
天赋卡,rar_kill_reinforce,curseSecondaryEffectType,None,TalentEffectType
天赋卡,rar_kill_reinforce,curseSecondaryEffectValue,0,int
天赋卡,rar_kill_reinforce,curseRemovable,true,bool
天赋卡,rar_starting_gold,cardId,rar_starting_gold,string
天赋卡,rar_starting_gold,displayName,初始财富,string
天赋卡,rar_starting_gold,description,开局金币+80,string
天赋卡,rar_starting_gold,cardType,Rare,TalentCardType
天赋卡,rar_starting_gold,rarity,Rare,TalentCardRarity
天赋卡,rar_starting_gold,slotDiscount,0.00,float
天赋卡,rar_starting_gold,effectType,None,TalentEffectType
天赋卡,rar_starting_gold,effectValue,80,int
天赋卡,rar_starting_gold,effectValue2,0,int
天赋卡,rar_starting_gold,secondaryEffectType,None,TalentEffectType
天赋卡,rar_starting_gold,secondaryEffectValue,0,int
天赋卡,rar_starting_gold,secondaryEffectValue2,0,int
天赋卡,rar_starting_gold,effectTarget,Global,CardEffectTarget
天赋卡,rar_starting_gold,targetOperatorType,Vanguard,OperatorType
天赋卡,rar_starting_gold,targetOperatorDataId,-1,int
天赋卡,rar_starting_gold,purchaseCooldownPenalty,0,int
天赋卡,rar_starting_gold,cardScope,PerRun,CardScope
天赋卡,rar_starting_gold,isGuardianRewindCard,false,bool
天赋卡,rar_starting_gold,triggerType,None,GuardianRewindTriggerType
天赋卡,rar_starting_gold,triggerValue,0,int
天赋卡,rar_starting_gold,cardTier,Star,CardTier
天赋卡,rar_starting_gold,dreamCardOperatorKey,,string
天赋卡,rar_starting_gold,isCurse,false,bool
天赋卡,rar_starting_gold,curseEffectType,None,TalentEffectType
天赋卡,rar_starting_gold,curseEffectValue,0,int
天赋卡,rar_starting_gold,curseSecondaryEffectType,None,TalentEffectType
天赋卡,rar_starting_gold,curseSecondaryEffectValue,0,int
天赋卡,rar_starting_gold,curseRemovable,true,bool
天赋卡,rar_vanguard_speed,cardId,rar_vanguard_speed,string
天赋卡,rar_vanguard_speed,displayName,先锋共鸣,string
天赋卡,rar_vanguard_speed,description,每有1个先锋干员，所有干员移速+5%,string
天赋卡,rar_vanguard_speed,cardType,Rare,TalentCardType
天赋卡,rar_vanguard_speed,rarity,Rare,TalentCardRarity
天赋卡,rar_vanguard_speed,slotDiscount,0.00,float
天赋卡,rar_vanguard_speed,effectType,None,TalentEffectType
天赋卡,rar_vanguard_speed,effectValue,5,int
天赋卡,rar_vanguard_speed,effectValue2,0,int
天赋卡,rar_vanguard_speed,secondaryEffectType,None,TalentEffectType
天赋卡,rar_vanguard_speed,secondaryEffectValue,0,int
天赋卡,rar_vanguard_speed,secondaryEffectValue2,0,int
天赋卡,rar_vanguard_speed,effectTarget,Global,CardEffectTarget
天赋卡,rar_vanguard_speed,targetOperatorType,Vanguard,OperatorType
天赋卡,rar_vanguard_speed,targetOperatorDataId,-1,int
天赋卡,rar_vanguard_speed,purchaseCooldownPenalty,0,int
天赋卡,rar_vanguard_speed,cardScope,PerRun,CardScope
天赋卡,rar_vanguard_speed,isGuardianRewindCard,false,bool
天赋卡,rar_vanguard_speed,triggerType,None,GuardianRewindTriggerType
天赋卡,rar_vanguard_speed,triggerValue,0,int
天赋卡,rar_vanguard_speed,cardTier,Star,CardTier
天赋卡,rar_vanguard_speed,dreamCardOperatorKey,,string
天赋卡,rar_vanguard_speed,isCurse,false,bool
天赋卡,rar_vanguard_speed,curseEffectType,None,TalentEffectType
天赋卡,rar_vanguard_speed,curseEffectValue,0,int
天赋卡,rar_vanguard_speed,curseSecondaryEffectType,None,TalentEffectType
天赋卡,rar_vanguard_speed,curseSecondaryEffectValue,0,int
天赋卡,rar_vanguard_speed,curseRemovable,true,bool
天赋卡,skl_auto,cardId,skl_auto,string
天赋卡,skl_auto,displayName,自动技能,string
天赋卡,skl_auto,description,所有持续3秒及以下的技能冷却完毕后自动释放,string
天赋卡,skl_auto,cardType,Skill,TalentCardType
天赋卡,skl_auto,rarity,Advanced,TalentCardRarity
天赋卡,skl_auto,slotDiscount,0.00,float
天赋卡,skl_auto,effectType,None,TalentEffectType
天赋卡,skl_auto,effectValue,1,int
天赋卡,skl_auto,effectValue2,0,int
天赋卡,skl_auto,secondaryEffectType,None,TalentEffectType
天赋卡,skl_auto,secondaryEffectValue,0,int
天赋卡,skl_auto,secondaryEffectValue2,0,int
天赋卡,skl_auto,effectTarget,Global,CardEffectTarget
天赋卡,skl_auto,targetOperatorType,Vanguard,OperatorType
天赋卡,skl_auto,targetOperatorDataId,-1,int
天赋卡,skl_auto,purchaseCooldownPenalty,0,int
天赋卡,skl_auto,cardScope,PerRun,CardScope
天赋卡,skl_auto,isGuardianRewindCard,false,bool
天赋卡,skl_auto,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_auto,triggerValue,0,int
天赋卡,skl_auto,cardTier,Star,CardTier
天赋卡,skl_auto,dreamCardOperatorKey,,string
天赋卡,skl_auto,isCurse,false,bool
天赋卡,skl_auto,curseEffectType,None,TalentEffectType
天赋卡,skl_auto,curseEffectValue,0,int
天赋卡,skl_auto,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_auto,curseSecondaryEffectValue,0,int
天赋卡,skl_auto,curseRemovable,true,bool
天赋卡,skl_caster_invincible,cardId,skl_caster_invincible,string
天赋卡,skl_caster_invincible,displayName,法师无敌,string
天赋卡,skl_caster_invincible,description,术师干员释放技能时处于无敌状态,string
天赋卡,skl_caster_invincible,cardType,Skill,TalentCardType
天赋卡,skl_caster_invincible,rarity,Rare,TalentCardRarity
天赋卡,skl_caster_invincible,slotDiscount,0.00,float
天赋卡,skl_caster_invincible,effectType,None,TalentEffectType
天赋卡,skl_caster_invincible,effectValue,1,int
天赋卡,skl_caster_invincible,effectValue2,0,int
天赋卡,skl_caster_invincible,secondaryEffectType,None,TalentEffectType
天赋卡,skl_caster_invincible,secondaryEffectValue,0,int
天赋卡,skl_caster_invincible,secondaryEffectValue2,0,int
天赋卡,skl_caster_invincible,effectTarget,ByClass,CardEffectTarget
天赋卡,skl_caster_invincible,targetOperatorType,Sniper,OperatorType
天赋卡,skl_caster_invincible,targetOperatorDataId,-1,int
天赋卡,skl_caster_invincible,purchaseCooldownPenalty,15,int
天赋卡,skl_caster_invincible,cardScope,PerRun,CardScope
天赋卡,skl_caster_invincible,isGuardianRewindCard,false,bool
天赋卡,skl_caster_invincible,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_caster_invincible,triggerValue,0,int
天赋卡,skl_caster_invincible,cardTier,Star,CardTier
天赋卡,skl_caster_invincible,dreamCardOperatorKey,,string
天赋卡,skl_caster_invincible,isCurse,false,bool
天赋卡,skl_caster_invincible,curseEffectType,None,TalentEffectType
天赋卡,skl_caster_invincible,curseEffectValue,0,int
天赋卡,skl_caster_invincible,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_caster_invincible,curseSecondaryEffectValue,0,int
天赋卡,skl_caster_invincible,curseRemovable,true,bool
天赋卡,skl_charge,cardId,skl_charge,string
天赋卡,skl_charge,displayName,技能充能,string
天赋卡,skl_charge,description,全体干员攻速+20%,string
天赋卡,skl_charge,cardType,Skill,TalentCardType
天赋卡,skl_charge,rarity,Common,TalentCardRarity
天赋卡,skl_charge,slotDiscount,0.00,float
天赋卡,skl_charge,effectType,AttackSpeedPercent,TalentEffectType
天赋卡,skl_charge,effectValue,20,int
天赋卡,skl_charge,effectValue2,0,int
天赋卡,skl_charge,secondaryEffectType,None,TalentEffectType
天赋卡,skl_charge,secondaryEffectValue,0,int
天赋卡,skl_charge,secondaryEffectValue2,0,int
天赋卡,skl_charge,effectTarget,Global,CardEffectTarget
天赋卡,skl_charge,targetOperatorType,Vanguard,OperatorType
天赋卡,skl_charge,targetOperatorDataId,-1,int
天赋卡,skl_charge,purchaseCooldownPenalty,0,int
天赋卡,skl_charge,cardScope,PerRun,CardScope
天赋卡,skl_charge,isGuardianRewindCard,false,bool
天赋卡,skl_charge,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_charge,triggerValue,0,int
天赋卡,skl_charge,cardTier,Star,CardTier
天赋卡,skl_charge,dreamCardOperatorKey,,string
天赋卡,skl_charge,isCurse,false,bool
天赋卡,skl_charge,curseEffectType,None,TalentEffectType
天赋卡,skl_charge,curseEffectValue,0,int
天赋卡,skl_charge,curseSecondaryEffectType,None,TalentEffectType
天赋卡,skl_charge,curseSecondaryEffectValue,0,int
天赋卡,skl_charge,curseRemovable,true,bool
天赋卡,skl_defender_heal,cardId,skl_defender_heal,string
天赋卡,skl_defender_heal,displayName,重装复苏,string
天赋卡,skl_defender_heal,description,重装干员使用技能时恢复10%生命值,string
天赋卡,skl_defender_heal,cardType,Skill,TalentCardType
天赋卡,skl_defender_heal,rarity,Common,TalentCardRarity
天赋卡,skl_defender_heal,slotDiscount,0.00,float
天赋卡,skl_defender_heal,effectType,None,TalentEffectType
天赋卡,skl_defender_heal,effectValue,10,int
天赋卡,skl_defender_heal,effectValue2,0,int
天赋卡,skl_defender_heal,secondaryEffectType,None,TalentEffectType
天赋卡,skl_defender_heal,secondaryEffectValue,0,int
天赋卡,skl_defender_heal,secondaryEffectValue2,0,int
天赋卡,skl_defender_heal,effectTarget,ByClass,CardEffectTarget
天赋卡,skl_defender_heal,targetOperatorType,Defender,OperatorType
天赋卡,skl_defender_heal,targetOperatorDataId,-1,int
天赋卡,skl_defender_heal,purchaseCooldownPenalty,15,int
天赋卡,skl_defender_heal,cardScope,PerRun,CardScope
天赋卡,skl_defender_heal,isGuardianRewindCard,false,bool
天赋卡,skl_defender_heal,triggerType,None,GuardianRewindTriggerType
天赋卡,skl_defender_heal,triggerValue,0,int
天赋卡,skl_defender_heal,cardTier,Star,CardTier
天赋卡,skl_defender_heal,dreamCardOperatorKey,,string
天赋卡,skl_defender_heal,isCurse,false,bool
天赋卡,skl_defender_heal,curseEffectType,None,TalentEffectType
天赋卡,skl_defender_heal,curseEffectValue,0,int
